InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,InvoiceMonth,CohortMonth,CohortIndex
556791,23032,DRAWER KNOB CRACKLE GLAZE IVORY,3,2011-06-14 13:51:00,1.65,16928,United Kingdom,4.95,2011-06,2011-04,2
543459,21094,SET/6 RED SPOTTY PAPER PLATES,12,2011-02-08 13:28:00,0.85,12599,France,10.2,2011-02,2011-02,0
564189,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-08-23 15:34:00,7.95,14769,United Kingdom,15.9,2011-08,2011-03,5
536778,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2010-12-02 15:03:00,3.75,13138,United Kingdom,15.0,2010-12,2010-12,0
565401,22080,RIBBON REEL POLKADOTS,5,2011-09-02 17:38:00,1.65,16686,United Kingdom,8.25,2011-09,2010-12,9
562389,21746,SMALL RED RETROSPOT WINDMILL,24,2011-08-04 15:55:00,1.25,16531,United Kingdom,30.0,2011-08,2010-12,8
571121,22835,HOT WATER BOTTLE I AM SO POORLY,8,2011-10-14 09:21:00,4.95,18228,United Kingdom,39.6,2011-10,2011-09,1
544459,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,192,2011-02-20 13:52:00,0.29,17838,United Kingdom,55.68,2011-02,2011-02,0
580153,21165,BEWARE OF THE CAT METAL SIGN,12,2011-12-02 10:23:00,1.69,12762,Portugal,20.28,2011-12,2011-12,0
574545,22495,SET OF 2 ROUND TINS CAMEMBERT,4,2011-11-04 14:54:00,2.95,17084,United Kingdom,11.8,2011-11,2011-11,0
549302,22465,HANGING METAL STAR LANTERN,12,2011-04-08 08:25:00,1.65,14246,United Kingdom,19.8,2011-04,2011-04,0
571848,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,2011-10-19 12:50:00,4.25,13576,United Kingdom,17.0,2011-10,2011-01,9
562939,20749,ASSORTED COLOUR MINI CASES,2,2011-08-11 08:37:00,7.95,15498,United Kingdom,15.9,2011-08,2011-01,7
578705,21226,POCKET MIRROR WOODLAND,5,2011-11-25 11:12:00,1.25,12531,Germany,6.25,2011-11,2011-11,0
568583,85099C,JUMBO  BAG BAROQUE BLACK WHITE,3,2011-09-28 10:09:00,2.08,15584,United Kingdom,6.24,2011-09,2011-06,3
554088,21292,SMALL STRIPES CHOCOLATE GIFT BAG,32,2011-05-22 12:12:00,0.85,16801,United Kingdom,27.2,2011-05,2011-03,2
568709,22970,LONDON BUS COFFEE MUG,2,2011-09-28 15:42:00,2.55,15036,United Kingdom,5.1,2011-09,2011-06,3
571654,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,2,2011-10-18 12:17:00,0.42,18118,United Kingdom,0.84,2011-10,2010-12,10
575323,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-11-09 13:37:00,4.95,15392,United Kingdom,14.85,2011-11,2011-09,2
546430,22175,PINK OWL SOFT TOY,3,2011-03-13 15:55:00,2.95,15918,United Kingdom,8.85,2011-03,2011-03,0
581352,22675,FRENCH KITCHEN SIGN BLUE METAL,2,2011-12-08 12:26:00,1.25,14698,United Kingdom,2.5,2011-12,2011-10,2
540453,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-01-07 11:54:00,0.42,13426,United Kingdom,5.04,2011-01,2011-01,0
555284,23170,REGENCY TEA PLATE ROSES,24,2011-06-02 09:37:00,1.45,14298,United Kingdom,34.8,2011-06,2010-12,6
545301,POST,POSTAGE,4,2011-03-01 12:26:00,18.0,12679,France,72.0,2011-03,2011-03,0
565846,22360,GLASS JAR ENGLISH CONFECTIONERY,2,2011-09-07 12:41:00,2.95,14606,United Kingdom,5.9,2011-09,2010-12,9
570983,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-10-13 11:57:00,1.95,14963,United Kingdom,15.6,2011-10,2011-06,4
572281,23323,WHITE WICKER STAR,3,2011-10-23 11:10:00,2.1,17211,United Kingdom,6.3,2011-10,2010-12,10
544460,21383,PACK OF 12 STICKY BUNNIES,6,2011-02-20 14:01:00,0.65,16931,United Kingdom,3.9,2011-02,2010-12,2
574477,22488,NATURAL SLATE RECTANGLE CHALKBOARD,3,2011-11-04 12:21:00,1.65,15453,United Kingdom,4.95,2011-11,2011-06,5
569570,15056BL,EDWARDIAN PARASOL BLACK,180,2011-10-05 10:06:00,4.95,16684,United Kingdom,891.0,2011-10,2010-12,10
554382,21746,SMALL RED RETROSPOT WINDMILL,20,2011-05-24 11:55:00,1.25,17365,United Kingdom,25.0,2011-05,2011-01,4
540169,22847,BREAD BIN DINER STYLE IVORY,1,2011-01-05 12:20:00,16.95,14527,United Kingdom,16.95,2011-01,2010-12,1
567476,23156,SET OF 5 MINI GROCERY MAGNETS,12,2011-09-20 13:19:00,2.08,14859,United Kingdom,24.96,2011-09,2011-09,0
565446,22738,RIBBON REEL SNOWY VILLAGE,10,2011-09-04 15:19:00,1.65,16057,United Kingdom,16.5,2011-09,2011-02,7
555383,22384,LUNCH BAG PINK POLKADOT,1,2011-06-02 15:13:00,1.65,12517,Germany,1.65,2011-06,2011-06,0
548318,21217,RED RETROSPOT ROUND CAKE TINS,12,2011-03-30 12:45:00,8.95,13113,United Kingdom,107.4,2011-03,2011-03,0
576236,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2011-11-14 13:31:00,4.95,13755,United Kingdom,9.9,2011-11,2011-10,1
579154,22727,ALARM CLOCK BAKELIKE RED,2,2011-11-28 13:27:00,3.75,17218,United Kingdom,7.5,2011-11,2010-12,11
564304,22381,TOY TIDY PINK POLKADOT,2,2011-08-24 12:11:00,2.1,14527,United Kingdom,4.2,2011-08,2010-12,8
559009,23344,JUMBO BAG 50'S CHRISTMAS,4,2011-07-05 12:47:00,2.08,15549,United Kingdom,8.32,2011-07,2011-01,6
571065,22131,FOOD CONTAINER SET 3 LOVE HEART,6,2011-10-13 14:59:00,1.95,12613,Germany,11.7,2011-10,2011-03,7
569565,23547,WRAP FLOWER SHOP,25,2011-10-05 09:52:00,0.42,16722,United Kingdom,10.5,2011-10,2010-12,10
573347,23353,6 GIFT TAGS VINTAGE CHRISTMAS,1,2011-10-30 12:26:00,0.83,13137,United Kingdom,0.83,2011-10,2011-02,8
574682,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,2011-11-06 12:44:00,1.25,14963,United Kingdom,1.25,2011-11,2011-06,5
552467,22993,SET OF 4 PANTRY JELLY MOULDS,24,2011-05-09 15:29:00,1.25,15249,United Kingdom,30.0,2011-05,2011-04,1
579571,23318,BOX OF 6 MINI VINTAGE CRACKERS,4,2011-11-30 11:48:00,2.49,16657,United Kingdom,9.96,2011-11,2011-03,8
572103,21382,SET/4 SPRING FLOWER DECORATION,4,2011-10-20 15:57:00,0.75,17571,United Kingdom,3.0,2011-10,2011-02,8
549293,20717,STRAWBERRY SHOPPER BAG,4,2011-04-07 19:16:00,1.25,17883,United Kingdom,5.0,2011-04,2011-04,0
570503,23348,CHILDRENS TOY COOKING UTENSIL SET,1,2011-10-11 09:26:00,2.08,17965,United Kingdom,2.08,2011-10,2010-12,10
579555,23301,GARDENERS KNEELING PAD KEEP CALM,2,2011-11-30 11:08:00,1.65,16241,United Kingdom,3.3,2011-11,2011-01,10
564380,22161,HEART DECORATION RUSTIC HANGING,24,2011-08-25 10:39:00,0.19,14314,United Kingdom,4.56,2011-08,2011-08,0
552693,15034,PAPER POCKET TRAVELING FAN,12,2011-05-10 15:22:00,0.14,12748,United Kingdom,1.68,2011-05,2010-12,5
548952,22859,EASTER TIN BUNNY BOUQUET,2,2011-04-05 10:46:00,1.65,15572,United Kingdom,3.3,2011-04,2011-03,1
566273,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2011-09-11 13:56:00,1.45,14720,United Kingdom,17.4,2011-09,2011-09,0
574514,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,2011-11-04 13:34:00,1.06,15311,United Kingdom,76.32,2011-11,2010-12,11
553923,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-05-20 09:30:00,0.55,13266,United Kingdom,13.2,2011-05,2011-03,2
569471,22736,RIBBON REEL MAKING SNOWMEN,5,2011-10-04 12:38:00,1.65,15046,United Kingdom,8.25,2011-10,2011-01,9
579943,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,2011-12-01 10:38:00,1.95,13040,United Kingdom,19.5,2011-12,2011-12,0
579141,22745,POPPY'S PLAYHOUSE BEDROOM,3,2011-11-28 13:06:00,2.1,17019,United Kingdom,6.3,2011-11,2010-12,11
551280,90201D,GREEN ENAMEL FLOWER RING,3,2011-04-27 13:31:00,2.95,16016,United Kingdom,8.85,2011-04,2010-12,4
552550,22621,TRADITIONAL KNITTING NANCY,48,2011-05-10 10:43:00,1.45,13881,United Kingdom,69.6,2011-05,2011-02,3
573587,22386,JUMBO BAG PINK POLKADOT,10,2011-10-31 14:48:00,2.08,18257,United Kingdom,20.8,2011-10,2011-02,8
569224,22508,DOORSTOP RETROSPOT HEART,1,2011-10-02 14:00:00,3.75,15701,United Kingdom,3.75,2011-10,2011-08,2
575846,22550,HOLIDAY FUN LUDO,2,2011-11-11 12:07:00,3.75,17364,United Kingdom,7.5,2011-11,2011-02,9
544115,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-02-16 11:45:00,0.65,12727,France,15.6,2011-02,2011-01,1
561773,84836,ZINC METAL HEART DECORATION,1,2011-07-29 12:41:00,1.25,17841,United Kingdom,1.25,2011-07,2010-12,7
549251,22565,FELTCRAFT HAIRBANDS PINK AND WHITE,4,2011-04-07 12:16:00,0.85,14449,United Kingdom,3.4,2011-04,2010-12,4
540499,22627,MINT KITCHEN SCALES,2,2011-01-09 10:21:00,8.5,16923,United Kingdom,17.0,2011-01,2010-12,1
550994,21243,PINK  POLKADOT PLATE,12,2011-04-21 19:55:00,1.69,14562,United Kingdom,20.28,2011-04,2011-02,2
540178,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-01-05 12:42:00,0.55,12681,France,13.2,2011-01,2010-12,1
572300,23344,JUMBO BAG 50'S CHRISTMAS,2,2011-10-23 14:40:00,2.08,18005,United Kingdom,4.16,2011-10,2011-10,0
541271,22669,RED BABY BUNTING,6,2011-01-17 11:12:00,2.95,12388,Australia,17.7,2011-01,2011-01,0
575049,23267,SET OF 4 SANTA PLACE SETTINGS,12,2011-11-08 12:13:00,1.25,12721,France,15.0,2011-11,2011-02,9
572219,82551,LAUNDRY 15C METAL SIGN,2,2011-10-21 13:17:00,1.45,17463,United Kingdom,2.9,2011-10,2011-01,9
543392,84978,HANGING HEART JAR T-LIGHT HOLDER,72,2011-02-08 10:15:00,1.06,16839,United Kingdom,76.32,2011-02,2011-01,1
571717,23263,SET OF 3 WOODEN HEART DECORATIONS,2,2011-10-18 17:10:00,1.25,14381,United Kingdom,2.5,2011-10,2011-10,0
552290,22355,CHARLOTTE BAG SUKI DESIGN,1,2011-05-08 13:32:00,0.85,16007,United Kingdom,0.85,2011-05,2011-05,0
573311,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-10-28 16:45:00,2.08,14071,United Kingdom,2.08,2011-10,2011-03,7
577057,22449,SILK PURSE BABUSHKA PINK,1,2011-11-17 14:26:00,3.35,12748,United Kingdom,3.35,2011-11,2010-12,11
556462,21770,OPEN CLOSED METAL SIGN,1,2011-06-12 10:46:00,4.95,14450,United Kingdom,4.95,2011-06,2011-01,5
570232,22692,DOORMAT WELCOME TO OUR HOME,2,2011-10-09 13:58:00,8.25,14040,United Kingdom,16.5,2011-10,2011-05,5
558996,22193,RED DINER WALL CLOCK,2,2011-07-05 12:11:00,8.5,13085,United Kingdom,17.0,2011-07,2011-07,0
544087,22274,FELTCRAFT DOLL EMILY,2,2011-02-15 17:02:00,2.95,17530,United Kingdom,5.9,2011-02,2010-12,2
550296,22677,FRENCH BLUE METAL DOOR SIGN 2,1,2011-04-15 15:54:00,1.25,13742,United Kingdom,1.25,2011-04,2011-01,3
539654,22560,TRADITIONAL MODELLING CLAY,24,2010-12-20 17:05:00,1.25,17340,United Kingdom,30.0,2010-12,2010-12,0
576503,72741,GRAND CHOCOLATECANDLE,9,2011-11-15 11:56:00,1.45,17540,United Kingdom,13.05,2011-11,2011-11,0
545428,21896,POTTING SHED TWINE,6,2011-03-02 14:43:00,2.1,14239,United Kingdom,12.6,2011-03,2011-01,2
575607,22738,RIBBON REEL SNOWY VILLAGE,1,2011-11-10 12:37:00,3.29,14096,United Kingdom,3.29,2011-11,2011-09,2
574227,23094,LE GRAND TRAY CHIC SET,1,2011-11-03 12:18:00,12.5,16992,United Kingdom,12.5,2011-11,2011-02,9
570076,21206,STRAWBERRY HONEYCOMB  GARLAND,12,2011-10-07 11:17:00,1.65,15738,United Kingdom,19.8,2011-10,2011-01,9
565648,23213,STAR WREATH DECORATION WITH BELL,1,2011-09-05 16:22:00,1.25,18196,United Kingdom,1.25,2011-09,2011-02,7
575851,23232,WRAP VINTAGE LEAF DESIGN,25,2011-11-11 12:13:00,0.42,14662,United Kingdom,10.5,2011-11,2011-01,10
551895,22922,FRIDGE MAGNETS US DINER ASSORTED,12,2011-05-05 10:22:00,0.85,12877,United Kingdom,10.2,2011-05,2011-05,0
556419,21754,HOME BUILDING BLOCK WORD,3,2011-06-10 12:30:00,5.95,15411,United Kingdom,17.85,2011-06,2011-06,0
560300,22669,RED BABY BUNTING,5,2011-07-18 10:29:00,2.95,14911,EIRE,14.75,2011-07,2010-12,7
580403,22476,EMPIRE UNION JACK TV DINNER TRAY,3,2011-12-04 11:56:00,1.95,17858,United Kingdom,5.85,2011-12,2011-01,11
571895,22544,MINI JIGSAW SPACEBOY,24,2011-10-19 14:14:00,0.42,17824,United Kingdom,10.08,2011-10,2011-10,0
567329,22192,BLUE DINER WALL CLOCK,4,2011-09-19 14:43:00,8.5,13416,United Kingdom,34.0,2011-09,2011-09,0
573093,23352,ROLL WRAP 50'S RED CHRISTMAS,2,2011-10-27 14:38:00,1.25,18283,United Kingdom,2.5,2011-10,2011-01,9
536874,85099B,JUMBO BAG RED RETROSPOT,3,2010-12-03 11:35:00,1.95,16891,United Kingdom,5.85,2010-12,2010-12,0
563241,16161P,WRAP ENGLISH ROSE,50,2011-08-15 10:22:00,0.42,12758,Portugal,21.0,2011-08,2011-03,5
556474,22386,JUMBO BAG PINK POLKADOT,1,2011-06-12 12:01:00,2.08,16007,United Kingdom,2.08,2011-06,2011-05,1
574684,23201,JUMBO BAG ALPHABET,10,2011-11-06 12:56:00,1.79,17581,United Kingdom,17.9,2011-11,2010-12,11
553060,22740,POLKADOT PEN,48,2011-05-13 10:44:00,0.85,15826,United Kingdom,40.8,2011-05,2011-05,0
569524,20685,DOORMAT RED RETROSPOT,2,2011-10-04 14:42:00,8.25,14506,United Kingdom,16.5,2011-10,2010-12,10
541172,84817,DANISH ROSE DECORATIVE PLATE,24,2011-01-14 11:47:00,0.42,13854,United Kingdom,10.08,2011-01,2011-01,0
559357,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2011-07-07 18:56:00,3.75,17107,United Kingdom,3.75,2011-07,2011-03,4
560590,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-07-19 15:55:00,0.85,12560,Germany,10.2,2011-07,2011-07,0
563928,82551,LAUNDRY 15C METAL SIGN,1,2011-08-21 15:17:00,1.45,17059,United Kingdom,1.45,2011-08,2010-12,8
566734,20974,12 PENCILS SMALL TUBE SKULL,2,2011-09-14 14:09:00,0.65,16910,United Kingdom,1.3,2011-09,2011-09,0
553894,23050,RECYCLED ACAPULCO MAT GREEN,2,2011-05-19 17:15:00,8.25,13658,United Kingdom,16.5,2011-05,2011-05,0
557570,22366,DOORMAT AIRMAIL,1,2011-06-21 10:48:00,7.95,15998,United Kingdom,7.95,2011-06,2010-12,6
543924,21158,MOODY GIRL DOOR HANGER,1,2011-02-14 14:14:00,1.45,16904,United Kingdom,1.45,2011-02,2011-01,1
546681,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-03-16 08:29:00,1.25,16297,United Kingdom,15.0,2011-03,2011-03,0
580907,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-12-06 13:13:00,1.95,13507,United Kingdom,23.4,2011-12,2011-07,5
579069,23119,PACK OF 6 LARGE FRUIT STRAWS,12,2011-11-28 10:31:00,0.62,14911,EIRE,7.44,2011-11,2010-12,11
577728,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-11-21 12:52:00,4.25,17811,United Kingdom,8.5,2011-11,2011-01,10
544470,22109,FULL ENGLISH BREAKFAST PLATE,4,2011-02-21 08:38:00,3.75,12707,France,15.0,2011-02,2011-02,0
545224,22377,BOTTLE BAG RETROSPOT,5,2011-03-01 09:03:00,2.1,17068,United Kingdom,10.5,2011-03,2010-12,3
569524,22077,6 RIBBONS RUSTIC CHARM,5,2011-10-04 14:42:00,1.95,14506,United Kingdom,9.75,2011-10,2010-12,10
570111,23391,I LOVE LONDON MINI BACKPACK,2,2011-10-07 12:28:00,4.15,15005,United Kingdom,8.3,2011-10,2010-12,10
569843,22065,CHRISTMAS PUDDING TRINKET POT,6,2011-10-06 13:29:00,0.39,14449,United Kingdom,2.34,2011-10,2010-12,10
570002,21137,BLACK RECORD COVER FRAME,4,2011-10-07 09:16:00,3.75,12477,Germany,15.0,2011-10,2011-02,8
569229,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1,2011-10-02 14:56:00,0.39,14502,United Kingdom,0.39,2011-10,2011-02,8
578998,22551,PLASTERS IN TIN SPACEBOY,3,2011-11-27 16:05:00,1.65,15436,United Kingdom,4.95,2011-11,2011-04,7
567890,23375,50'S CHRISTMAS PAPER GIFT BAG,10,2011-09-22 15:40:00,0.82,14125,United Kingdom,8.2,2011-09,2011-09,0
562454,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-08-05 10:31:00,1.25,15128,United Kingdom,15.0,2011-08,2011-05,3
562046,22273,FELTCRAFT DOLL MOLLY,6,2011-08-02 10:34:00,2.95,12378,Switzerland,17.7,2011-08,2011-08,0
547243,22264,FELT FARM ANIMAL WHITE BUNNY,2,2011-03-21 16:59:00,0.85,17231,United Kingdom,1.7,2011-03,2010-12,3
547490,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-03-23 11:48:00,9.95,17507,United Kingdom,9.95,2011-03,2011-02,1
541585,22167,OVAL WALL MIRROR DIAMANTE,2,2011-01-19 14:22:00,9.95,14180,United Kingdom,19.9,2011-01,2010-12,1
557525,22954,HEN PARTY CORDON BARRIER TAPE,12,2011-06-21 09:26:00,1.25,12759,Netherlands,15.0,2011-06,2011-03,3
575867,22488,NATURAL SLATE RECTANGLE CHALKBOARD,8,2011-11-11 12:44:00,1.65,15034,United Kingdom,13.2,2011-11,2010-12,11
537135,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2010-12-05 12:35:00,4.95,17059,United Kingdom,4.95,2010-12,2010-12,0
549852,22088,PAPER BUNTING COLOURED LACE,6,2011-04-12 15:08:00,2.95,14289,United Kingdom,17.7,2011-04,2011-02,2
555095,23230,WRAP ALPHABET DESIGN,25,2011-05-31 13:32:00,0.42,12540,Spain,10.5,2011-05,2010-12,5
554275,21975,PACK OF 60 DINOSAUR CAKE CASES,4,2011-05-23 13:17:00,0.55,14903,United Kingdom,2.2,2011-05,2011-03,2
577519,20985,HEART CALCULATOR,10,2011-11-20 13:20:00,1.25,15044,United Kingdom,12.5,2011-11,2010-12,11
545580,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-03-04 08:43:00,1.95,13931,United Kingdom,19.5,2011-03,2011-03,0
545226,22916,HERB MARKER THYME,12,2011-03-01 09:33:00,0.65,12428,Finland,7.8,2011-03,2011-03,0
542401,22480,RED TEA TOWEL CLASSIC DESIGN,12,2011-01-27 15:51:00,1.25,14541,United Kingdom,15.0,2011-01,2011-01,0
566789,21823,PAINTED METAL HEART WITH HOLLY BELL,12,2011-09-15 10:35:00,1.45,13134,United Kingdom,17.4,2011-09,2011-04,5
540526,20772,GARDEN PATH JOURNAL,1,2011-01-09 13:41:00,2.55,14606,United Kingdom,2.55,2011-01,2010-12,1
575707,20615,BLUE POLKADOT PASSPORT COVER,20,2011-11-10 17:16:00,0.75,12538,Spain,15.0,2011-11,2011-11,0
577550,20728,LUNCH BAG CARS BLUE,10,2011-11-20 15:05:00,1.65,17738,United Kingdom,16.5,2011-11,2011-03,8
572992,23084,RABBIT NIGHT LIGHT,48,2011-10-27 10:57:00,1.79,12681,France,85.92,2011-10,2010-12,10
567864,23167,SMALL CERAMIC TOP STORAGE JAR,12,2011-09-22 14:10:00,0.83,16236,United Kingdom,9.96,2011-09,2011-09,0
564670,21197,MULTICOLOUR  CONFETTI IN TUBE,12,2011-08-26 15:44:00,1.65,12683,France,19.8,2011-08,2010-12,8
554812,22998,TRAVEL CARD WALLET KEEP CALM,18,2011-05-26 13:21:00,0.42,15005,United Kingdom,7.56,2011-05,2010-12,5
544900,21467,CHERRY CROCHET FOOD COVER,6,2011-02-24 12:41:00,3.75,15121,United Kingdom,22.5,2011-02,2011-02,0
577698,21027,NINJA RABBIT PINK,4,2011-11-21 12:05:00,1.25,14963,United Kingdom,5.0,2011-11,2011-06,5
575132,22381,TOY TIDY PINK POLKADOT,5,2011-11-08 14:44:00,2.1,18177,United Kingdom,10.5,2011-11,2011-04,7
563012,23333,IVORY WICKER HEART MEDIUM,3,2011-08-11 12:00:00,1.25,17284,United Kingdom,3.75,2011-08,2011-01,7
577174,23223,CHRISTMAS TREE HANGING SILVER,1,2011-11-18 10:58:00,0.83,17841,United Kingdom,0.83,2011-11,2010-12,11
551471,22558,CLOTHES PEGS RETROSPOT PACK 24,1,2011-04-28 16:40:00,1.65,16370,United Kingdom,1.65,2011-04,2011-04,0
580261,15056P,EDWARDIAN PARASOL PINK,6,2011-12-02 12:40:00,5.95,16038,United Kingdom,35.7,2011-12,2011-05,7
536576,20727,LUNCH BAG  BLACK SKULL.,60,2010-12-01 16:11:00,1.45,13777,United Kingdom,87.0,2010-12,2010-12,0
544406,21896,POTTING SHED TWINE,1,2011-02-18 13:26:00,2.1,16726,United Kingdom,2.1,2011-02,2010-12,2
560876,22818,CARD CHRISTMAS VILLAGE,12,2011-07-21 15:14:00,0.42,12626,Germany,5.04,2011-07,2011-01,6
549771,22207,FRYING PAN UNION FLAG,5,2011-04-12 11:43:00,4.25,14669,United Kingdom,21.25,2011-04,2011-01,3
566581,22295,HEART FILIGREE DOVE LARGE,12,2011-09-13 13:47:00,1.65,16081,United Kingdom,19.8,2011-09,2011-06,3
576374,20725,LUNCH BAG RED RETROSPOT,90,2011-11-15 08:50:00,1.45,13777,United Kingdom,130.5,2011-11,2010-12,11
563692,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2011-08-18 13:01:00,4.95,17243,United Kingdom,9.9,2011-08,2010-12,8
557889,20751,FUNKY WASHING UP GLOVES ASSORTED,24,2011-06-23 13:51:00,2.1,12412,Denmark,50.4,2011-06,2011-06,0
548984,21181,PLEASE ONE PERSON METAL SIGN,6,2011-04-05 12:37:00,2.1,14546,United Kingdom,12.6,2011-04,2011-04,0
569254,23309,SET OF 60 I LOVE LONDON CAKE CASES,1,2011-10-03 11:00:00,0.55,18116,United Kingdom,0.55,2011-10,2010-12,10
538190,85066,CREAM SWEETHEART MINI CHEST,2,2010-12-10 10:47:00,12.75,17790,United Kingdom,25.5,2010-12,2010-12,0
567092,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,2011-09-16 12:48:00,4.95,13196,United Kingdom,29.7,2011-09,2011-09,0
546753,22331,WOODLAND PARTY BAG + STICKER SET,2,2011-03-16 13:00:00,1.65,16383,United Kingdom,3.3,2011-03,2011-03,0
578080,23404,HOME SWEET HOME BLACKBOARD,6,2011-11-22 16:28:00,4.95,15634,United Kingdom,29.7,2011-11,2011-11,0
579149,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,2011-11-28 13:21:00,2.89,13844,United Kingdom,17.34,2011-11,2011-11,0
572035,22904,CALENDAR PAPER CUT DESIGN,80,2011-10-20 12:03:00,2.55,14646,Netherlands,204.0,2011-10,2010-12,10
578921,23346,SPACEBOY BEAKER,2,2011-11-27 11:57:00,1.25,13596,United Kingdom,2.5,2011-11,2011-11,0
566929,23318,BOX OF 6 MINI VINTAGE CRACKERS,48,2011-09-15 15:21:00,2.08,17428,United Kingdom,99.84,2011-09,2011-02,7
581112,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-12-07 12:17:00,1.25,16678,United Kingdom,15.0,2011-12,2011-03,9
577919,22690,DOORMAT HOME SWEET HOME BLUE,1,2011-11-22 11:58:00,8.25,17075,United Kingdom,8.25,2011-11,2011-11,0
548507,21745,GAOLERS KEYS DECORATIVE GARDEN,6,2011-03-31 14:47:00,3.75,13573,United Kingdom,22.5,2011-03,2011-03,0
554630,22672,FRENCH BATHROOM SIGN BLUE METAL,4,2011-05-25 11:34:00,1.65,13268,United Kingdom,6.6,2011-05,2011-03,2
564972,23171,REGENCY TEA PLATE GREEN,12,2011-08-31 15:30:00,1.65,12621,Germany,19.8,2011-08,2010-12,8
551727,22906,12 MESSAGE CARDS WITH ENVELOPES,12,2011-05-04 08:40:00,1.65,14245,United Kingdom,19.8,2011-05,2011-03,2
578687,85178,VICTORIAN SEWING KIT,12,2011-11-25 09:23:00,1.25,14703,United Kingdom,15.0,2011-11,2011-11,0
557803,22675,FRENCH KITCHEN SIGN BLUE METAL,12,2011-06-23 10:20:00,1.25,12704,Finland,15.0,2011-06,2011-06,0
556041,22501,PICNIC BASKET WICKER LARGE,1,2011-06-08 12:44:00,9.95,17954,United Kingdom,9.95,2011-06,2011-01,5
542217,21201,TROPICAL  HONEYCOMB PAPER GARLAND,1,2011-01-26 12:36:00,2.55,14606,United Kingdom,2.55,2011-01,2010-12,1
574471,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2011-11-04 11:59:00,1.25,17677,United Kingdom,22.5,2011-11,2010-12,11
563061,22509,SEWING BOX RETROSPOT DESIGN,2,2011-08-11 15:25:00,16.95,13588,United Kingdom,33.9,2011-08,2011-07,1
559819,23203,JUMBO BAG DOILEY PATTERNS,20,2011-07-12 16:58:00,2.08,12682,France,41.6,2011-07,2010-12,7
574550,23127,FELTCRAFT GIRL NICOLE KIT,1,2011-11-04 15:18:00,4.95,12484,Spain,4.95,2011-11,2011-01,10
577320,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-11-18 13:44:00,1.25,13880,United Kingdom,15.0,2011-11,2011-03,8
568671,22561,WOODEN SCHOOL COLOURING SET,12,2011-09-28 13:13:00,1.65,13139,United Kingdom,19.8,2011-09,2011-05,4
578270,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-11-23 13:39:00,2.46,14096,United Kingdom,2.46,2011-11,2011-09,2
565219,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-09-01 18:07:00,1.25,14420,United Kingdom,10.0,2011-09,2011-09,0
576599,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,6,2011-11-15 15:06:00,2.1,14544,United Kingdom,12.6,2011-11,2010-12,11
543022,21407,BROWN CHECK CAT DOORSTOP,2,2011-02-02 14:37:00,4.25,16771,United Kingdom,8.5,2011-02,2011-01,1
545688,84763,ZINC FINISH 15CM PLANTER POTS,2,2011-03-06 12:42:00,1.25,16033,United Kingdom,2.5,2011-03,2010-12,3
578400,85014A,BLACK/BLUE POLKADOT UMBRELLA,1,2011-11-24 11:52:00,5.95,12748,United Kingdom,5.95,2011-11,2010-12,11
573406,21484,CHICK GREY HOT WATER BOTTLE,4,2011-10-30 15:57:00,4.25,14112,United Kingdom,17.0,2011-10,2011-03,7
